STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,UNIT_MEASURE,Unit of measure,EXPEND_SOURCE,Expenditure source,SPENDING_TYPE,Spending type,PROGRAMME_TYPE,Programme type,PRICE_BASE,Price base,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals,CURRENCY,Currency,BASE_PER,Base period
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_FAM(1.0),Public expenditure on family by type of expenditure (cash and in kind) in % GDP,I,OECD,OECD,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,C,In cash spending,TP51,Family,_Z,Not applicable,2011,,1.207,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_FAM(1.0),Public expenditure on family by type of expenditure (cash and in kind) in % GDP,I,OECD,OECD,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,C,In cash spending,TP51,Family,_Z,Not applicable,2012,,1.173,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_FAM(1.0),Public expenditure on family by type of expenditure (cash and in kind) in % GDP,I,OECD,OECD,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,C,In cash spending,TP51,Family,_Z,Not applicable,2013,,1.144,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_FAM(1.0),Public expenditure on family by type of expenditure (cash and in kind) in % GDP,I,OECD,OECD,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,C,In cash spending,TP51,Family,_Z,Not applicable,2014,,1.116,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_FAM(1.0),Public expenditure on family by type of expenditure (cash and in kind) in % GDP,I,OECD,OECD,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,C,In cash spending,TP51,Family,_Z,Not applicable,2015,,1.113,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_FAM(1.0),Public expenditure on family by type of expenditure (cash and in kind) in % GDP,I,OECD,OECD,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,C,In cash spending,TP51,Family,_Z,Not applicable,2016,,1.124,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_FAM(1.0),Public expenditure on family by type of expenditure (cash and in kind) in % GDP,I,OECD,OECD,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,C,In cash spending,TP51,Family,_Z,Not applicable,2017,,1.119,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_FAM(1.0),Public expenditure on family by type of expenditure (cash and in kind) in % GDP,I,OECD,OECD,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,C,In cash spending,TP51,Family,_Z,Not applicable,2018,,1.121,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_FAM(1.0),Public expenditure on family by type of expenditure (cash and in kind) in % GDP,I,OECD,OECD,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,C,In cash spending,TP51,Family,_Z,Not applicable,2019,,1.119,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_FAM(1.0),Public expenditure on family by type of expenditure (cash and in kind) in % GDP,I,OECD,OECD,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,C,In cash spending,TP51,Family,_Z,Not applicable,2020,,1.282,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_FAM(1.0),Public expenditure on family by type of expenditure (cash and in kind) in % GDP,I,OECD,OECD,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,C,In cash spending,TP51,Family,_Z,Not applicable,2021,,1.327,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_FAM(1.0),Public expenditure on family by type of expenditure (cash and in kind) in % GDP,I,BGR,Bulgaria,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,C,In cash spending,TP51,Family,_Z,Not applicable,2010,,1.269,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_FAM(1.0),Public expenditure on family by type of expenditure (cash and in kind) in % GDP,I,BGR,Bulgaria,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,C,In cash spending,TP51,Family,_Z,Not applicable,2011,,1.147,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_FAM(1.0),Public expenditure on family by type of expenditure (cash and in kind) in % GDP,I,BGR,Bulgaria,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,C,In cash spending,TP51,Family,_Z,Not applicable,2012,,1.082,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_FAM(1.0),Public expenditure on family by type of expenditure (cash and in kind) in % GDP,I,BGR,Bulgaria,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,C,In cash spending,TP51,Family,_Z,Not applicable,2013,,1.144,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_FAM(1.0),Public expenditure on family by type of expenditure (cash and in kind) in % GDP,I,BGR,Bulgaria,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,C,In cash spending,TP51,Family,_Z,Not applicable,2014,,1.229,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_FAM(1.0),Public expenditure on family by type of expenditure (cash and in kind) in % GDP,I,BGR,Bulgaria,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,C,In cash spending,TP51,Family,_Z,Not applicable,2015,,1.196,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_FAM(1.0),Public expenditure on family by type of expenditure (cash and in kind) in % GDP,I,BGR,Bulgaria,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,C,In cash spending,TP51,Family,_Z,Not applicable,2016,,1.103,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_FAM(1.0),Public expenditure on family by type of expenditure (cash and in kind) in % GDP,I,BGR,Bulgaria,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,C,In cash spending,TP51,Family,_Z,Not applicable,2017,,1.078,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_FAM(1.0),Public expenditure on family by type of expenditure (cash and in kind) in % GDP,I,BGR,Bulgaria,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,C,In cash spending,TP51,Family,_Z,Not applicable,2018,,1.066,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_FAM(1.0),Public expenditure on family by type of expenditure (cash and in kind) in % GDP,I,BGR,Bulgaria,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,C,In cash spending,TP51,Family,_Z,Not applicable,2019,,0.98,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_FAM(1.0),Public expenditure on family by type of expenditure (cash and in kind) in % GDP,I,BGR,Bulgaria,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,C,In cash spending,TP51,Family,_Z,Not applicable,2020,,0.993,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_FAM(1.0),Public expenditure on family by type of expenditure (cash and in kind) in % GDP,I,BGR,Bulgaria,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,C,In cash spending,TP51,Family,_Z,Not applicable,2021,,0.911,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_FAM(1.0),Public expenditure on family by type of expenditure (cash and in kind) in % GDP,I,HRV,Croatia,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,C,In cash spending,TP51,Family,_Z,Not applicable,2010,,1.258,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_FAM(1.0),Public expenditure on family by type of expenditure (cash and in kind) in % GDP,I,HRV,Croatia,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,C,In cash spending,TP51,Family,_Z,Not applicable,2011,,1.223,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_FAM(1.0),Public expenditure on family by type of expenditure (cash and in kind) in % GDP,I,HRV,Croatia,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,C,In cash spending,TP51,Family,_Z,Not applicable,2012,,1.228,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_FAM(1.0),Public expenditure on family by type of expenditure (cash and in kind) in % GDP,I,HRV,Croatia,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,C,In cash spending,TP51,Family,_Z,Not applicable,2013,,1.205,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_FAM(1.0),Public expenditure on family by type of expenditure (cash and in kind) in % GDP,I,HRV,Croatia,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,C,In cash spending,TP51,Family,_Z,Not applicable,2014,,1.171,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_FAM(1.0),Public expenditure on family by type of expenditure (cash and in kind) in % GDP,I,HRV,Croatia,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,C,In cash spending,TP51,Family,_Z,Not applicable,2015,,1.131,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_FAM(1.0),Public expenditure on family by type of expenditure (cash and in kind) in % GDP,I,HRV,Croatia,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,C,In cash spending,TP51,Family,_Z,Not applicable,2016,,1.116,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_FAM(1.0),Public expenditure on family by type of expenditure (cash and in kind) in % GDP,I,HRV,Croatia,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,C,In cash spending,TP51,Family,_Z,Not applicable,2017,,1.136,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_FAM(1.0),Public expenditure on family by type of expenditure (cash and in kind) in % GDP,I,HRV,Croatia,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,C,In cash spending,TP51,Family,_Z,Not applicable,2018,,1.177,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_FAM(1.0),Public expenditure on family by type of expenditure (cash and in kind) in % GDP,I,HRV,Croatia,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,C,In cash spending,TP51,Family,_Z,Not applicable,2019,,1.204,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_FAM(1.0),Public expenditure on family by type of expenditure (cash and in kind) in % GDP,I,HRV,Croatia,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,C,In cash spending,TP51,Family,_Z,Not applicable,2020,,1.373,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_FAM(1.0),Public expenditure on family by type of expenditure (cash and in kind) in % GDP,I,HRV,Croatia,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,C,In cash spending,TP51,Family,_Z,Not applicable,2021,,1.246,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_FAM(1.0),Public expenditure on family by type of expenditure (cash and in kind) in % GDP,I,PER,Peru,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,C,In cash spending,TP51,Family,_Z,Not applicable,2012,,0.189,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_FAM(1.0),Public expenditure on family by type of expenditure (cash and in kind) in % GDP,I,PER,Peru,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,C,In cash spending,TP51,Family,_Z,Not applicable,2013,,0.213,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_FAM(1.0),Public expenditure on family by type of expenditure (cash and in kind) in % GDP,I,PER,Peru,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,C,In cash spending,TP51,Family,_Z,Not applicable,2014,,0.24,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_FAM(1.0),Public expenditure on family by type of expenditure (cash and in kind) in % GDP,I,PER,Peru,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,C,In cash spending,TP51,Family,_Z,Not applicable,2015,,0.23,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_FAM(1.0),Public expenditure on family by type of expenditure (cash and in kind) in % GDP,I,PER,Peru,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,C,In cash spending,TP51,Family,_Z,Not applicable,2016,,0.2,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_FAM(1.0),Public expenditure on family by type of expenditure (cash and in kind) in % GDP,I,PER,Peru,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,C,In cash spending,TP51,Family,_Z,Not applicable,2017,,0.207,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_FAM(1.0),Public expenditure on family by type of expenditure (cash and in kind) in % GDP,I,PER,Peru,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,C,In cash spending,TP51,Family,_Z,Not applicable,2018,,0.186,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_FAM(1.0),Public expenditure on family by type of expenditure (cash and in kind) in % GDP,I,PER,Peru,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,C,In cash spending,TP51,Family,_Z,Not applicable,2019,,0.17,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_FAM(1.0),Public expenditure on family by type of expenditure (cash and in kind) in % GDP,I,PER,Peru,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,C,In cash spending,TP51,Family,_Z,Not applicable,2020,,0.182,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_FAM(1.0),Public expenditure on family by type of expenditure (cash and in kind) in % GDP,I,PER,Peru,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,C,In cash spending,TP51,Family,_Z,Not applicable,2021,,0.138,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_FAM(1.0),Public expenditure on family by type of expenditure (cash and in kind) in % GDP,I,PER,Peru,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,C,In cash spending,TP51,Family,_Z,Not applicable,2022,,0.136,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_FAM(1.0),Public expenditure on family by type of expenditure (cash and in kind) in % GDP,I,PER,Peru,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,C,In cash spending,TP51,Family,_Z,Not applicable,2023,,0.138,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_FAM(1.0),Public expenditure on family by type of expenditure (cash and in kind) in % GDP,I,ROU,Romania,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,C,In cash spending,TP51,Family,_Z,Not applicable,2010,,1.189,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_FAM(1.0),Public expenditure on family by type of expenditure (cash and in kind) in % GDP,I,ROU,Romania,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,C,In cash spending,TP51,Family,_Z,Not applicable,2011,,0.995,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_FAM(1.0),Public expenditure on family by type of expenditure (cash and in kind) in % GDP,I,ROU,Romania,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,C,In cash spending,TP51,Family,_Z,Not applicable,2012,,0.872,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_FAM(1.0),Public expenditure on family by type of expenditure (cash and in kind) in % GDP,I,ROU,Romania,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,C,In cash spending,TP51,Family,_Z,Not applicable,2013,,0.845,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_FAM(1.0),Public expenditure on family by type of expenditure (cash and in kind) in % GDP,I,ROU,Romania,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,C,In cash spending,TP51,Family,_Z,Not applicable,2014,,0.822,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_FAM(1.0),Public expenditure on family by type of expenditure (cash and in kind) in % GDP,I,ROU,Romania,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,C,In cash spending,TP51,Family,_Z,Not applicable,2015,,0.938,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_FAM(1.0),Public expenditure on family by type of expenditure (cash and in kind) in % GDP,I,ROU,Romania,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,C,In cash spending,TP51,Family,_Z,Not applicable,2016,,1.076,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_FAM(1.0),Public expenditure on family by type of expenditure (cash and in kind) in % GDP,I,ROU,Romania,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,C,In cash spending,TP51,Family,_Z,Not applicable,2017,,1.159,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_FAM(1.0),Public expenditure on family by type of expenditure (cash and in kind) in % GDP,I,ROU,Romania,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,C,In cash spending,TP51,Family,_Z,Not applicable,2018,,1.12,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_FAM(1.0),Public expenditure on family by type of expenditure (cash and in kind) in % GDP,I,ROU,Romania,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,C,In cash spending,TP51,Family,_Z,Not applicable,2019,,1.26,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_FAM(1.0),Public expenditure on family by type of expenditure (cash and in kind) in % GDP,I,ROU,Romania,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,C,In cash spending,TP51,Family,_Z,Not applicable,2020,,1.485,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_FAM(1.0),Public expenditure on family by type of expenditure (cash and in kind) in % GDP,I,ROU,Romania,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,C,In cash spending,TP51,Family,_Z,Not applicable,2021,,1.572,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_FAM(1.0),Public expenditure on family by type of expenditure (cash and in kind) in % GDP,I,AUS,Australia,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,K,In kind spending,TP51,Family,_Z,Not applicable,2010,,0.752,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_FAM(1.0),Public expenditure on family by type of expenditure (cash and in kind) in % GDP,I,AUS,Australia,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,K,In kind spending,TP51,Family,_Z,Not applicable,2011,,0.787,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_FAM(1.0),Public expenditure on family by type of expenditure (cash and in kind) in % GDP,I,AUS,Australia,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,K,In kind spending,TP51,Family,_Z,Not applicable,2012,,0.825,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_FAM(1.0),Public expenditure on family by type of expenditure (cash and in kind) in % GDP,I,AUS,Australia,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,K,In kind spending,TP51,Family,_Z,Not applicable,2013,,0.862,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_FAM(1.0),Public expenditure on family by type of expenditure (cash and in kind) in % GDP,I,AUS,Australia,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,K,In kind spending,TP51,Family,_Z,Not applicable,2014,,0.931,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_FAM(1.0),Public expenditure on family by type of expenditure (cash and in kind) in % GDP,I,AUS,Australia,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,K,In kind spending,TP51,Family,_Z,Not applicable,2015,,0.95,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_FAM(1.0),Public expenditure on family by type of expenditure (cash and in kind) in % GDP,I,AUS,Australia,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,K,In kind spending,TP51,Family,_Z,Not applicable,2016,,0.943,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_FAM(1.0),Public expenditure on family by type of expenditure (cash and in kind) in % GDP,I,AUS,Australia,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,K,In kind spending,TP51,Family,_Z,Not applicable,2017,,0.925,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_FAM(1.0),Public expenditure on family by type of expenditure (cash and in kind) in % GDP,I,AUS,Australia,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,K,In kind spending,TP51,Family,_Z,Not applicable,2018,,0.931,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_FAM(1.0),Public expenditure on family by type of expenditure (cash and in kind) in % GDP,I,AUS,Australia,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,K,In kind spending,TP51,Family,_Z,Not applicable,2019,,0.974,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_FAM(1.0),Public expenditure on family by type of expenditure (cash and in kind) in % GDP,I,AUS,Australia,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,K,In kind spending,TP51,Family,_Z,Not applicable,2020,,1.016,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_FAM(1.0),Public expenditure on family by type of expenditure (cash and in kind) in % GDP,I,AUS,Australia,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,K,In kind spending,TP51,Family,_Z,Not applicable,2021,,0.946,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
