STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,UNIT_MEASURE,Unit of measure,EXPEND_SOURCE,Expenditure source,SPENDING_TYPE,Spending type,PROGRAMME_TYPE,Programme type,PRICE_BASE,Price base,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals,CURRENCY,Currency,BASE_PER,Base period
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_DIS_SIC(1.0),Public expenditure on disability and sickness cash benefits in % GDP,I,NLD,Netherlands,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,_T,Total,TP31,Incapacity related,_Z,Not applicable,2012,,2.714,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_DIS_SIC(1.0),Public expenditure on disability and sickness cash benefits in % GDP,I,NLD,Netherlands,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,_T,Total,TP31,Incapacity related,_Z,Not applicable,2013,,2.61,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_DIS_SIC(1.0),Public expenditure on disability and sickness cash benefits in % GDP,I,NLD,Netherlands,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,_T,Total,TP31,Incapacity related,_Z,Not applicable,2014,,2.524,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_DIS_SIC(1.0),Public expenditure on disability and sickness cash benefits in % GDP,I,NLD,Netherlands,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,_T,Total,TP31,Incapacity related,_Z,Not applicable,2015,,2.93,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_DIS_SIC(1.0),Public expenditure on disability and sickness cash benefits in % GDP,I,NLD,Netherlands,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,_T,Total,TP31,Incapacity related,_Z,Not applicable,2016,,2.89,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_DIS_SIC(1.0),Public expenditure on disability and sickness cash benefits in % GDP,I,NLD,Netherlands,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,_T,Total,TP31,Incapacity related,_Z,Not applicable,2017,,2.844,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_DIS_SIC(1.0),Public expenditure on disability and sickness cash benefits in % GDP,I,NLD,Netherlands,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,_T,Total,TP31,Incapacity related,_Z,Not applicable,2018,,2.842,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_DIS_SIC(1.0),Public expenditure on disability and sickness cash benefits in % GDP,I,NLD,Netherlands,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,_T,Total,TP31,Incapacity related,_Z,Not applicable,2019,,2.815,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_DIS_SIC(1.0),Public expenditure on disability and sickness cash benefits in % GDP,I,NLD,Netherlands,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,_T,Total,TP31,Incapacity related,_Z,Not applicable,2020,,3.011,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_DIS_SIC(1.0),Public expenditure on disability and sickness cash benefits in % GDP,I,NLD,Netherlands,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,_T,Total,TP31,Incapacity related,_Z,Not applicable,2021,,2.777,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_DIS_SIC(1.0),Public expenditure on disability and sickness cash benefits in % GDP,I,NZL,New Zealand,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,_T,Total,TP31,Incapacity related,_Z,Not applicable,2010,,2.521,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_DIS_SIC(1.0),Public expenditure on disability and sickness cash benefits in % GDP,I,NZL,New Zealand,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,_T,Total,TP31,Incapacity related,_Z,Not applicable,2011,,2.424,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_DIS_SIC(1.0),Public expenditure on disability and sickness cash benefits in % GDP,I,NZL,New Zealand,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,_T,Total,TP31,Incapacity related,_Z,Not applicable,2012,,2.398,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_DIS_SIC(1.0),Public expenditure on disability and sickness cash benefits in % GDP,I,NZL,New Zealand,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,_T,Total,TP31,Incapacity related,_Z,Not applicable,2013,,2.509,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_DIS_SIC(1.0),Public expenditure on disability and sickness cash benefits in % GDP,I,NZL,New Zealand,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,_T,Total,TP31,Incapacity related,_Z,Not applicable,2014,,2.487,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_DIS_SIC(1.0),Public expenditure on disability and sickness cash benefits in % GDP,I,NZL,New Zealand,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,_T,Total,TP31,Incapacity related,_Z,Not applicable,2015,,2.423,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_DIS_SIC(1.0),Public expenditure on disability and sickness cash benefits in % GDP,I,NZL,New Zealand,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,_T,Total,TP31,Incapacity related,_Z,Not applicable,2016,,2.367,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_DIS_SIC(1.0),Public expenditure on disability and sickness cash benefits in % GDP,I,NZL,New Zealand,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,_T,Total,TP31,Incapacity related,_Z,Not applicable,2017,,2.328,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_DIS_SIC(1.0),Public expenditure on disability and sickness cash benefits in % GDP,I,NZL,New Zealand,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,_T,Total,TP31,Incapacity related,_Z,Not applicable,2018,,2.35,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_DIS_SIC(1.0),Public expenditure on disability and sickness cash benefits in % GDP,I,NZL,New Zealand,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,_T,Total,TP31,Incapacity related,_Z,Not applicable,2019,,2.369,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_DIS_SIC(1.0),Public expenditure on disability and sickness cash benefits in % GDP,I,NZL,New Zealand,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,_T,Total,TP31,Incapacity related,_Z,Not applicable,2020,,2.64,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_DIS_SIC(1.0),Public expenditure on disability and sickness cash benefits in % GDP,I,NZL,New Zealand,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,_T,Total,TP31,Incapacity related,_Z,Not applicable,2021,,2.587,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_DIS_SIC(1.0),Public expenditure on disability and sickness cash benefits in % GDP,I,NZL,New Zealand,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,_T,Total,TP31,Incapacity related,_Z,Not applicable,2022,,3.201,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_DIS_SIC(1.0),Public expenditure on disability and sickness cash benefits in % GDP,I,NOR,Norway,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,_T,Total,TP31,Incapacity related,_Z,Not applicable,2010,,4.157,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_DIS_SIC(1.0),Public expenditure on disability and sickness cash benefits in % GDP,I,NOR,Norway,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,_T,Total,TP31,Incapacity related,_Z,Not applicable,2011,,3.777,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_DIS_SIC(1.0),Public expenditure on disability and sickness cash benefits in % GDP,I,NOR,Norway,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,_T,Total,TP31,Incapacity related,_Z,Not applicable,2012,,3.692,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_DIS_SIC(1.0),Public expenditure on disability and sickness cash benefits in % GDP,I,NOR,Norway,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,_T,Total,TP31,Incapacity related,_Z,Not applicable,2013,,3.711,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_DIS_SIC(1.0),Public expenditure on disability and sickness cash benefits in % GDP,I,NOR,Norway,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,_T,Total,TP31,Incapacity related,_Z,Not applicable,2014,,3.814,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_DIS_SIC(1.0),Public expenditure on disability and sickness cash benefits in % GDP,I,NOR,Norway,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,_T,Total,TP31,Incapacity related,_Z,Not applicable,2015,,4.295,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_DIS_SIC(1.0),Public expenditure on disability and sickness cash benefits in % GDP,I,NOR,Norway,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,_T,Total,TP31,Incapacity related,_Z,Not applicable,2016,,4.486,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_DIS_SIC(1.0),Public expenditure on disability and sickness cash benefits in % GDP,I,NOR,Norway,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,_T,Total,TP31,Incapacity related,_Z,Not applicable,2017,,4.367,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_DIS_SIC(1.0),Public expenditure on disability and sickness cash benefits in % GDP,I,NOR,Norway,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,_T,Total,TP31,Incapacity related,_Z,Not applicable,2018,,4.253,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_DIS_SIC(1.0),Public expenditure on disability and sickness cash benefits in % GDP,I,NOR,Norway,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,_T,Total,TP31,Incapacity related,_Z,Not applicable,2019,,4.483,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_DIS_SIC(1.0),Public expenditure on disability and sickness cash benefits in % GDP,I,NOR,Norway,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,_T,Total,TP31,Incapacity related,_Z,Not applicable,2020,,4.834,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_DIS_SIC(1.0),Public expenditure on disability and sickness cash benefits in % GDP,I,NOR,Norway,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,_T,Total,TP31,Incapacity related,_Z,Not applicable,2021,,4.04,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_DIS_SIC(1.0),Public expenditure on disability and sickness cash benefits in % GDP,I,POL,Poland,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,_T,Total,TP31,Incapacity related,_Z,Not applicable,2010,,2.471,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_DIS_SIC(1.0),Public expenditure on disability and sickness cash benefits in % GDP,I,POL,Poland,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,_T,Total,TP31,Incapacity related,_Z,Not applicable,2011,,2.398,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_DIS_SIC(1.0),Public expenditure on disability and sickness cash benefits in % GDP,I,POL,Poland,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,_T,Total,TP31,Incapacity related,_Z,Not applicable,2012,,2.369,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_DIS_SIC(1.0),Public expenditure on disability and sickness cash benefits in % GDP,I,POL,Poland,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,_T,Total,TP31,Incapacity related,_Z,Not applicable,2013,,2.431,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_DIS_SIC(1.0),Public expenditure on disability and sickness cash benefits in % GDP,I,POL,Poland,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,_T,Total,TP31,Incapacity related,_Z,Not applicable,2014,,2.354,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_DIS_SIC(1.0),Public expenditure on disability and sickness cash benefits in % GDP,I,POL,Poland,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,_T,Total,TP31,Incapacity related,_Z,Not applicable,2015,,2.337,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_DIS_SIC(1.0),Public expenditure on disability and sickness cash benefits in % GDP,I,POL,Poland,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,_T,Total,TP31,Incapacity related,_Z,Not applicable,2016,,2.325,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_DIS_SIC(1.0),Public expenditure on disability and sickness cash benefits in % GDP,I,POL,Poland,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,_T,Total,TP31,Incapacity related,_Z,Not applicable,2017,,2.223,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_DIS_SIC(1.0),Public expenditure on disability and sickness cash benefits in % GDP,I,POL,Poland,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,_T,Total,TP31,Incapacity related,_Z,Not applicable,2018,,2.043,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_DIS_SIC(1.0),Public expenditure on disability and sickness cash benefits in % GDP,I,POL,Poland,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,_T,Total,TP31,Incapacity related,_Z,Not applicable,2019,,1.86,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_DIS_SIC(1.0),Public expenditure on disability and sickness cash benefits in % GDP,I,POL,Poland,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,_T,Total,TP31,Incapacity related,_Z,Not applicable,2020,,2.029,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_DIS_SIC(1.0),Public expenditure on disability and sickness cash benefits in % GDP,I,POL,Poland,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,_T,Total,TP31,Incapacity related,_Z,Not applicable,2021,,1.958,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_DIS_SIC(1.0),Public expenditure on disability and sickness cash benefits in % GDP,I,PRT,Portugal,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,_T,Total,TP31,Incapacity related,_Z,Not applicable,2010,,1.929,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_DIS_SIC(1.0),Public expenditure on disability and sickness cash benefits in % GDP,I,PRT,Portugal,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,_T,Total,TP31,Incapacity related,_Z,Not applicable,2011,,1.935,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_DIS_SIC(1.0),Public expenditure on disability and sickness cash benefits in % GDP,I,PRT,Portugal,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,_T,Total,TP31,Incapacity related,_Z,Not applicable,2012,,1.792,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_DIS_SIC(1.0),Public expenditure on disability and sickness cash benefits in % GDP,I,PRT,Portugal,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,_T,Total,TP31,Incapacity related,_Z,Not applicable,2013,,1.894,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_DIS_SIC(1.0),Public expenditure on disability and sickness cash benefits in % GDP,I,PRT,Portugal,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,_T,Total,TP31,Incapacity related,_Z,Not applicable,2014,,1.806,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_DIS_SIC(1.0),Public expenditure on disability and sickness cash benefits in % GDP,I,PRT,Portugal,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,_T,Total,TP31,Incapacity related,_Z,Not applicable,2015,,1.782,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_DIS_SIC(1.0),Public expenditure on disability and sickness cash benefits in % GDP,I,PRT,Portugal,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,_T,Total,TP31,Incapacity related,_Z,Not applicable,2016,,1.728,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_DIS_SIC(1.0),Public expenditure on disability and sickness cash benefits in % GDP,I,PRT,Portugal,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,_T,Total,TP31,Incapacity related,_Z,Not applicable,2017,,1.701,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_DIS_SIC(1.0),Public expenditure on disability and sickness cash benefits in % GDP,I,PRT,Portugal,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,_T,Total,TP31,Incapacity related,_Z,Not applicable,2018,,1.68,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_DIS_SIC(1.0),Public expenditure on disability and sickness cash benefits in % GDP,I,PRT,Portugal,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,_T,Total,TP31,Incapacity related,_Z,Not applicable,2019,,1.739,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_DIS_SIC(1.0),Public expenditure on disability and sickness cash benefits in % GDP,I,PRT,Portugal,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,_T,Total,TP31,Incapacity related,_Z,Not applicable,2020,,1.997,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_DIS_SIC(1.0),Public expenditure on disability and sickness cash benefits in % GDP,I,PRT,Portugal,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,_T,Total,TP31,Incapacity related,_Z,Not applicable,2021,,1.96,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_DIS_SIC(1.0),Public expenditure on disability and sickness cash benefits in % GDP,I,SVK,Slovak Republic,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,_T,Total,TP31,Incapacity related,_Z,Not applicable,2010,,1.796,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_DIS_SIC(1.0),Public expenditure on disability and sickness cash benefits in % GDP,I,SVK,Slovak Republic,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,_T,Total,TP31,Incapacity related,_Z,Not applicable,2011,,1.814,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_DIS_SIC(1.0),Public expenditure on disability and sickness cash benefits in % GDP,I,SVK,Slovak Republic,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,_T,Total,TP31,Incapacity related,_Z,Not applicable,2012,,1.862,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_DIS_SIC(1.0),Public expenditure on disability and sickness cash benefits in % GDP,I,SVK,Slovak Republic,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,_T,Total,TP31,Incapacity related,_Z,Not applicable,2013,,1.866,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_DIS_SIC(1.0),Public expenditure on disability and sickness cash benefits in % GDP,I,SVK,Slovak Republic,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,_T,Total,TP31,Incapacity related,_Z,Not applicable,2014,,1.856,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_DIS_SIC(1.0),Public expenditure on disability and sickness cash benefits in % GDP,I,SVK,Slovak Republic,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,_T,Total,TP31,Incapacity related,_Z,Not applicable,2015,,1.823,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_DIS_SIC(1.0),Public expenditure on disability and sickness cash benefits in % GDP,I,SVK,Slovak Republic,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,_T,Total,TP31,Incapacity related,_Z,Not applicable,2016,,1.864,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_DIS_SIC(1.0),Public expenditure on disability and sickness cash benefits in % GDP,I,SVK,Slovak Republic,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,_T,Total,TP31,Incapacity related,_Z,Not applicable,2017,,1.918,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_DIS_SIC(1.0),Public expenditure on disability and sickness cash benefits in % GDP,I,SVK,Slovak Republic,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,_T,Total,TP31,Incapacity related,_Z,Not applicable,2018,,1.832,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_DIS_SIC(1.0),Public expenditure on disability and sickness cash benefits in % GDP,I,SVK,Slovak Republic,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,_T,Total,TP31,Incapacity related,_Z,Not applicable,2019,,1.867,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_DIS_SIC(1.0),Public expenditure on disability and sickness cash benefits in % GDP,I,SVK,Slovak Republic,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,_T,Total,TP31,Incapacity related,_Z,Not applicable,2020,,2.103,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
